rss,small,huge,cached
6263017472,3030426,5283,294674432
6263005184,2849152,5270,294895616
6263005184,2816578,5260,295358464
6265102336,2851431,5282,296214528
6265102336,3048684,5291,296488960
6265114624,2816507,5282,297861120
6265114624,2820647,5282,297521152
6265114624,3155114,5321,297488384
6265122816,2990850,5300,297693184
6265122816,2950614,5306,298655744
6265171968,2920526,5299,298827776
6267269120,2943229,5289,299831296
6267314176,3096776,5263,302452736
6267314176,3013070,5290,302522368
6267330560,2853965,5295,302428160
6267330560,2895646,5308,302641152
6273622016,2875991,5250,303230976
6275719168,2712551,5255,303415296
6338633728,2706856,5217,304517120
6384771072,2863257,5196,304627712
6393159680,2716685,5192,305766400
6403645440,2832899,5192,305778688
6414131200,3163338,5237,306417664
6414131200,3036455,5222,305786880
6414131200,2846389,5221,306348032
6414131200,2901481,5209,306839552
6414131200,3016524,5230,307429376
6414131200,2987694,5233,307089408
6414192640,3057324,5218,307154944
6414192640,3094865,5211,308355072
6414213120,3062717,5215,308994048
6414213120,3147202,5226,309006336
6414213120,3138343,5250,308875264
6414311424,3000381,5242,308989952
6414311424,2839318,5261,309014528
6414311424,3058316,5231,309755904
6414311424,2827846,5238,309850112
6414323712,2954184,5239,310480896
6414323712,2968184,5204,310759424
6416420864,2903334,5217,311721984
6416404480,3061772,5258,311541760
6416404480,3037850,5260,312315904
6418501632,3128283,5251,312242176
6418501632,2907736,5255,312303616
6418501632,2816348,5252,313233408
6418436096,2837047,5247,315445248
6418370560,3126366,5268,315715584
6418350080,2856668,5258,316608512
6418309120,2977838,5270,316481536
6418280448,2841387,5257,316821504
6418227200,2739059,5254,316731392
7009857536,2536508,4947,316952576
7026634752,2667489,4899,318300160
7104229376,2601838,4865,320090112
7112617984,2515604,4848,320393216
7144075264,2644555,4861,322117632
7146172416,2555884,4857,322658304
7146172416,2694024,4863,321830912
7146172416,2598271,4860,322973696
7148269568,2608561,4850,324689920
7148244992,2657560,4863,325849088
7148167168,2600863,4866,326160384
7341105152,2473589,4743,327729152
7437574144,2548902,4711,327233536
7437561856,2615775,4693,326914048
7506759680,2412380,4660,327446528
8041525248,2277585,4442,328658944
8045600768,2334875,4399,329375744
8095928320,2268017,4389,331378688
8366436352,2268045,4245,332701696
8379019264,2488492,4241,333762560
8389505024,2399983,4235,334331904
8391602176,2206294,4239,335687680
8395796480,2239724,4238,336867328
8670523392,2329900,4124,336945152
8706174976,2312011,4086,338161664
8706174976,2511155,4093,337821696
8722944000,2880754,4082,335126528
8725041152,3079259,4099,333959168
8725041152,2791746,4081,334614528
8725045248,2684192,4094,334757888
8725045248,2615386,4115,335548416
8725045248,2579412,4128,336035840
8725045248,2531593,4126,337358848
8725045248,2564143,4120,338071552
8725045248,2656160,4101,337825792
8725045248,2881330,4102,338214912
8725135360,2745679,4118,338907136
8725135360,2799238,4106,338968576
8725135360,2933969,4121,340099072
8725135360,2889922,4120,341753856
8725135360,2914946,4136,342016000
8725049344,3028297,4141,342130688
8725049344,3025455,4134,342556672
8725049344,2958909,4136,343904256
8725049344,2805379,4117,344268800
8725049344,2922736,4097,343830528
8725049344,2778813,4111,344289280
8731140096,2776399,4092,345866240
8737435648,2956082,4097,346316800
8737435648,2872535,4085,346533888
8737435648,3055388,4101,347029504
8737435648,2918663,4118,347602944
8737435648,2794607,4110,348094464
8737435648,2827163,4112,348708864
8737468416,3058151,4130,350212096
8737468416,2963108,4119,350629888
8737472512,2999337,4127,350334976
8737447936,3060704,4141,349229056
8737435648,2875589,4150,349483008
8737435648,2654837,4142,349405184
8737447936,2668215,4149,349843456
8737382400,2600184,4131,350203904
8737382400,2814471,4139,351207424
8737382400,2647094,4123,352153600
8737406976,3026645,4107,352227328
8737415168,3294409,4107,351952896
8743714816,3078215,4071,352428032
8743714816,3053922,4080,352739328
8743718912,3157797,4146,353169408
8743718912,2917314,4116,353603584
8743718912,2881269,4124,354316288
8743727104,2964557,4131,354369536
8743727104,3018277,4113,355586048
8743727104,2954144,4123,355684352
8743735296,2912236,4117,355926016
8743735296,2909966,4111,356343808
8743735296,2771304,4133,356954112
8743735296,2722671,4131,357416960
8743780352,2723898,4137,361631744
8743813120,2698699,4130,397967360
8743845888,2703443,4128,398864384
8743845888,2766999,4116,399769600
8743845888,3024327,4116,399601664
8743862272,2950353,4121,399355904
8743845888,2846312,4118,399998976
8743845888,2677269,4119,400683008
8743845888,2690932,4137,400932864
8743845888,2627217,4121,401858560
8743919616,2629539,4113,402382848
8743919616,2711071,4125,404652032
8743931904,2682215,4113,405061632
8743931904,2668123,4109,406188032
8743931904,2571528,4116,406638592
8743931904,3091487,4123,405524480
8743931904,2891512,4102,406376448
8743931904,2791186,4113,406302720
8744050688,3128091,4110,405983232
8744050688,2907862,4106,406339584
8744050688,2883453,4119,406949888
8744050688,2925181,4118,407126016
8744116224,2860843,4149,408055808
8744116224,2875343,4137,407642112
8744116224,2921315,4145,408219648
8744116224,2687956,4117,408805376
8744116224,2880024,4131,409358336
8744132608,2652417,4134,409788416
8744259584,2728902,4140,410206208
8744271872,3047588,4152,410685440
8744292352,2874504,4145,411119616
8744292352,2833375,4146,411086848
8744300544,2810208,4133,411344896
8744300544,2685279,4125,411631616
8744300544,2556318,4123,412319744
8744300544,2856273,4113,412119040
8744316928,2846156,4099,412852224
8743829504,3005953,4102,413343744
8743829504,3072369,4085,414130176
8743870464,2886709,4088,414384128
8743870464,2825426,4100,414597120
8743874560,2691742,4091,415432704
8743874560,2939101,4120,415821824
8743874560,2763454,4117,416374784
8743874560,2560289,4120,416878592
8743874560,2681404,4125,417955840
8743874560,2826183,4143,418201600
8743878656,2971455,4127,419688448
8743878656,2871004,4125,419827712
8743878656,2884908,4124,419598336
8743878656,2875078,4137,420032512
8743878656,2923378,4113,420577280
8743878656,3017140,4125,421007360
8743886848,2909171,4114,421289984
8743882752,2665401,4102,421482496
8743882752,2685910,4108,421617664
8743882752,2472564,4109,422522880
8743882752,2784383,4137,422494208
8743882752,2694942,4114,424153088
8743882752,2755866,4127,424161280
8743882752,2641115,4127,425365504
8743882752,2473970,4129,426147840
8743661568,2505554,4137,427802624
8743661568,2897224,4150,426422272
8743604224,2646241,4117,427560960
8743555072,2519301,4115,429178880
8743514112,2691293,4118,429772800
8743481344,2413591,4114,430628864
8743464960,2280135,4119,431218688
8743452672,2214565,4135,432578560
8743424000,2226301,4125,432701440
8743428096,2246215,4121,434061312
8871538688,2082334,4060,434999296
9139974144,2211353,3901,437747712
9142071296,2470633,3889,435011584
9144168448,2647884,3877,432992256
9152557056,2837511,3882,433192960
9152557056,2866070,3906,434200576
9152634880,2934649,3913,434438144
9152634880,2887802,3907,435109888
9152634880,2919128,3896,435744768
9152634880,2726224,3881,436277248
9161023488,2664978,3868,437149696
9213452288,2637884,3851,438308864
9221840896,2633553,3859,439066624
9223938048,2666452,3886,440123392
9223938048,2676176,3853,440754176
9223938048,2601120,3871,441528320
9226047488,3018632,3895,440164352
9228144640,3188640,3940,441004032
9228210176,2948403,3893,441712640
9228210176,2876691,3884,441708544
9228210176,2788007,3872,442318848
9228210176,2771660,3879,443437056
9228210176,2943222,3877,444416000
9228210176,3055395,3902,444399616
9228210176,2908878,3864,445100032
9228210176,2878359,3876,445231104
9228210176,2819632,3855,445886464
9228226560,2756612,3866,446128128
9228226560,2707374,3865,447234048
9228226560,2905075,3873,444846080
9228226560,3031501,3846,445194240
9242910720,3112462,3868,445763584
9245016064,2980638,3877,446091264
9245016064,2774248,3874,447012864
9245016064,2895334,3891,447066112
9245016064,3095694,3939,447545344
9245016064,3056944,3927,447598592
9245065216,2944637,3914,448389120
9245065216,2957540,3901,449105920
9245065216,3281573,3865,449388544
9245065216,2946531,3861,449675264
9245065216,3139904,3884,450088960
9245065216,3160310,3892,450293760
9245065216,2906204,3860,450875392
9245106176,3133906,3879,451342336
9245106176,2889295,3851,451895296
9245110272,2933109,3882,451878912
9245110272,2786069,3888,452268032
9245110272,2695313,3892,452702208
9245110272,2721551,3897,453279744
9245110272,2541060,3880,454926336
9245110272,2452273,3885,454778880
9245110272,2444283,3888,455720960
9245114368,2613211,3877,456179712
9245118464,2537011,3897,458510336
9245118464,3079656,3944,458407936
9245118464,2993212,3927,459390976
9245032448,3305804,3937,459194368
9244770304,3424785,3922,460333056
9244782592,3463399,3928,459223040
9244790784,3363348,3922,459440128
9244794880,3222452,3918,460353536
9244798976,3294463,3924,460697600
9244798976,3458423,3970,461168640
9244807168,3468825,3931,461262848
9244815360,3407473,3917,462008320
9244815360,3450006,3951,462802944
9244815360,3322276,3951,463798272
9244815360,3205641,3965,463540224
9244815360,3218248,3940,464044032
9244815360,3235171,3950,465035264
9244749824,3405893,3949,465711104
9244721152,3201933,3933,466083840
9244721152,3308883,3935,465981440
9244692480,3116886,3931,467210240
9244585984,3259178,3961,468377600
9244585984,3153583,3950,470441984
9244590080,3080740,3947,470994944
9244590080,3017365,3970,471998464
9244590080,3108459,3989,472862720
9244590080,3121357,3980,472924160
9244590080,3052516,3977,474562560
9244598272,3076035,3962,473980928
9244598272,3243989,3956,473788416
9244602368,3213862,3961,474071040
9244602368,3265201,3932,475148288
9244602368,3366187,3963,476053504
9244602368,3074771,3963,477093888
9244606464,3229010,3986,477343744
9244606464,3286823,3974,478703616
9244606464,3296702,3978,479207424
9244606464,3334642,3944,478773248
9244606464,3206374,3933,479469568
9244737536,3174253,3954,479260672
9244741632,3134804,3952,480161792
9244741632,3136368,3961,480538624
9244741632,3197828,3970,481333248
9244839936,3348640,3993,481390592
9244839936,3277643,3971,482111488
9244839936,3265077,3975,482435072
9244839936,3351660,3978,482684928
9244839936,3594535,3981,482713600
9244839936,3540298,4008,483041280
9244852224,3377914,3976,483586048
9244852224,3450325,3968,483844096
9244852224,3446564,3986,484651008
9244962816,3538985,4003,485052416
9244962816,3420863,3993,485666816
9244962816,3325194,3965,486445056
9244966912,3164404,3958,487411712
9245024256,3228355,3968,487776256
9245024256,3009472,3977,488181760
9245024256,3077385,4000,489377792
9245024256,3224059,3990,489345024
9245024256,3166021,3988,490070016
9245028352,3173808,3997,489426944
9245028352,3039204,3968,489672704
9245028352,3063867,3972,491302912
9245028352,3183105,3957,491986944
9245028352,3169243,3969,491425792
9245028352,2898780,3966,491954176
9245028352,3048988,4016,492060672
9245028352,3019937,3964,492384256
9245028352,2820075,3943,492937216
9245028352,2870565,3956,493727744
9245028352,2852349,3987,494731264
9245028352,2825233,4002,494886912
9245028352,2868612,3989,495415296
9245028352,2869671,3986,495210496
9245028352,2869393,3999,495710208
9245020160,2918237,3988,495931392
9245003776,2724470,3988,496791552
9244987392,2605704,4001,497819648
9244991488,3014974,4024,498909184
9244991488,3367482,4022,497803264
9244991488,3165380,4006,500154368
9244991488,3030482,3988,501895168
9245028352,3186448,4045,503599104
9245028352,3117664,4071,515612672
9245028352,3363422,4111,528789504
9245028352,2572673,4081,537939968
9291169792,1974935,3850,538341376
9616228352,1888985,3682,538726400
10081796096,1786806,3483,538865664
10327171072,1747470,3327,538226688
10616578048,1696346,3177,538304512
11115700224,1732374,2943,546529280
11249917952,2031578,2893,554565632
11650473984,1785608,2724,555016192
11713388544,1634643,2648,555065344
11801468928,1468981,2639,555216896
11801468928,1406057,2720,555208704
11990212608,1791166,2562,555208704
12424327168,1463539,2312,555585536
12474658816,1474470,2299,555741184
12531281920,1677449,2345,560533504
12535476224,1911278,2348,597159936
12592099328,2199027,2251,618041344
12774514688,1965013,2172,618172416
12774506496,1703650,2160,618651648
12791246848,1739893,2149,618975232
13089017856,2024847,2044,628932608
13093163008,2419384,2052,706510848
13384667136,2253097,1888,707649536
13386768384,2403509,2053,708165632
13386768384,2486535,2044,708235264
13386768384,2288917,2065,708444160
13386768384,2505505,2088,710332416
13386768384,2375518,2050,710615040
13386768384,2227893,1983,710852608
13386772480,2143690,1992,711213056
13386772480,2402619,2178,711495680
13386772480,2078370,2084,711708672
13386772480,1973442,2111,712101888
13386772480,1933725,2188,712564736
13386772480,1730745,2216,712847360
13386772480,2118403,2275,712380416
13386772480,2237875,2123,712716288
13386772480,2393534,2104,713117696
13386772480,2256210,1969,713809920
13386772480,2128507,1950,715104256
13386772480,2199360,2086,714571776
13386772480,2103245,2129,715440128
13386776576,2116095,2217,716115968
13386780672,2274018,2237,716886016
13386780672,2296257,2199,717824000
13386780672,2097346,2197,718573568
13386780672,2358893,2271,718913536
13386780672,2312404,2335,719966208
13386780672,2603311,2431,720375808
13386661888,2370312,2320,721887232
13386633216,2398350,2375,723951616
13386633216,2563793,2399,727105536
13386633216,2657799,2337,736985088
13386588160,2445228,2202,735072256
13386518528,2460655,2161,735268864
13386465280,2527309,2183,733114368
13386387456,2466670,2237,733380608
13386379264,2285073,2112,733618176
13386338304,2427863,2224,734433280
13386285056,2214800,2174,738377728
13386256384,2255025,2121,735338496
13386256384,2195396,2147,736018432
13386256384,2515300,2183,736686080
13386256384,2767067,2347,736534528
13386244096,2596727,2286,736694272
13386231808,2407905,2289,736858112
13386223616,2238548,2317,737075200
13386285056,2400968,2271,737316864
13386285056,2358908,2256,737931264
13386285056,2217659,2228,738631680
13386285056,2167802,2196,739209216
13386350592,2098439,2238,740696064
13386350592,2276983,2310,740777984
13386350592,2202253,2290,741613568
13386350592,2438542,2343,745357312
13386350592,2794025,2304,743514112
13386350592,2472294,2186,743870464
13386350592,2453662,2181,744132608
13386358784,2545256,2305,744382464
13386379264,2531782,2254,744579072
13386399744,2466416,2284,744964096
13386403840,2303566,2286,745078784
13386403840,2363674,2281,745619456
13386403840,2245841,2252,745750528
13386403840,2263370,2292,746205184
13386403840,2397514,2247,746090496
13386604544,2552566,2338,746803200
13386604544,2492436,2351,746835968
13386604544,2383780,2385,747462656
13386604544,2161273,2431,747884544
13386604544,2122134,2477,747986944
13386604544,2292186,2424,748613632
13386641408,2844262,2456,749711360
13386641408,2706790,2437,749961216
13386641408,2409852,2414,750452736
13386686464,2505922,2393,749928448
13386686464,2344197,2427,750063616
13386686464,2417262,2423,749977600
13386686464,2650648,2224,750899200
13386686464,2524485,2189,751788032
13386686464,2412076,2134,751898624
13386686464,2377156,2140,752054272
13386686464,2318292,2237,752611328
13386686464,2254492,2224,753291264
13386690560,2064973,2132,753590272
13386690560,2176369,2200,753676288
13386690560,2217845,2130,754028544
13386690560,2185790,2222,754495488
13386690560,2236974,2163,754417664
13386690560,2065012,2178,754917376
13386698752,2132141,2183,755367936
13386698752,2220365,2206,756006912
13386731520,2137466,2234,756416512
13386731520,2043266,2104,757432320
13386731520,2138981,2136,758956032
13386731520,2621170,2249,758390784
13386731520,2361346,2151,758951936
13386731520,2532968,2298,759291904
13386731520,2699103,2322,758390784
13386731520,2709495,2340,758566912
13386772480,2762478,2396,759107584
13386772480,2532202,2402,762552320
13386846208,2463765,2391,769163264
13386846208,2657505,2321,785391616
13386846208,2546789,2230,780537856
13386846208,2287185,2200,780689408
13386846208,2294451,2247,780431360
13386846208,2143030,2303,780632064
13386846208,2130643,2339,781053952
13386874880,2171502,2394,787894272
13386874880,2003790,2333,791420928
13386874880,2498372,2387,790945792
13386874880,2177809,2203,791756800
13386874880,1978648,2210,791924736
13386874880,2091083,2388,808566784
13386874880,2153717,2453,795877376
13386874880,2096996,2478,796479488
13386874880,2010776,2410,796942336
13386874880,1907493,2389,798019584
13386874880,1958522,2398,797708288
13386874880,1723796,2406,798580736
13386874880,2209074,2440,801099776
13386874880,2277100,2426,801607680
13386821632,2429242,2500,801677312
13386821632,2151012,2397,801996800
13386821632,1937366,2404,802770944
13386821632,2272097,2421,803360768
13386805248,2525937,2377,803778560
13386862592,2360276,2325,804024320
13386862592,2211424,2295,804474880
13386862592,2251474,2378,804810752
13386993664,2159409,2439,805302272
13386993664,1893340,2433,805658624
13386993664,2017594,2500,806182912
13386993664,2046842,2481,806469632
13386993664,2268247,2434,807428096
13386993664,2161313,2418,808370176
13386993664,2251056,2457,808878080
13386993664,2164958,2557,809897984
13387100160,2581337,2585,807313408
13387100160,2792090,2600,807854080
13387100160,2899578,2658,808382464
13387100160,2900061,2619,809693184
13387100160,2734807,2603,810381312
13387223040,2679333,2627,812208128
13387223040,2440235,2600,813064192
13387223040,2319545,2618,812609536
13387223040,2181263,2623,813223936
13387223040,2402898,2611,813723648
13387227136,2626497,2614,814673920
13387272192,2542681,2629,814993408
13387460608,2892014,2660,815812608
13387460608,2772436,2679,814678016
13387460608,2766757,2699,815054848
13387460608,2669528,2690,815468544
13387460608,2644205,2708,815706112
13387460608,2668353,2689,826019840
13387460608,2650580,2692,826261504
13387460608,2595642,2658,826331136
13387460608,2547128,2661,827199488
13387460608,2582738,2705,826859520
13387431936,2626896,2639,827092992
13387431936,2630764,2695,834617344
13387436032,2414986,2698,836521984
13387440128,2890415,2752,843476992
13387440128,2837617,2644,852365312
13387444224,2572057,2602,852316160
13387448320,2562419,2626,861339648
13387448320,2599979,2617,861900800
13387448320,2576976,2639,861921280
13387448320,2557001,2638,861777920
13387448320,2698956,2607,862343168
13387448320,2687097,2588,862707712
13387448320,2457718,2547,863870976
13387448320,2494295,2564,864985088
13387448320,2457023,2554,864890880
13387448320,2493110,2591,865296384
13387448320,2460042,2521,865792000
13387448320,2416765,2509,866709504
13387448320,2469702,2521,866361344
13387452416,2358257,2532,867061760
13387452416,2326775,2507,867336192
13387243520,2500448,2500,870428672
13387243520,2601346,2601,865538048
13387243520,2348492,2587,866091008
13387243520,2206171,2599,867872768
13387190272,2469121,2630,870846464
13387190272,3131310,2701,870748160
13387190272,2845844,2614,870928384
13387190272,2821455,2629,871342080
13398769664,2760697,2650,871563264
13398769664,2517953,2681,871411712
13398769664,2640934,2723,871673856
13398769664,2687049,2703,872587264
13398769664,2726305,2695,872497152
13398831104,2691484,2699,873152512
13398831104,2762813,2709,873746432
13402341376,2984473,2656,875601920
13402337280,2767582,2626,876072960
13402251264,3025129,2733,875425792
13402251264,3053229,2757,877031424
13402251264,3002341,2777,878952448
13402251264,3057679,2756,879218688
13401968640,2860608,2735,879755264
13401968640,2748556,2737,879583232
13401968640,2516527,2737,879865856
13401968640,2420451,2762,880386048
13401903104,2817489,2792,881475584
13401849856,3276952,2805,881037312
13401788416,3211346,2843,885944320
13401690112,3364206,2775,892100608
13405396992,3242414,2651,898998272
13405396992,2914607,2628,899076096
13405396992,2716676,2614,899305472
13405339648,2647014,2623,899452928
13405339648,2428889,2622,899457024
13405323264,2561043,2645,899997696
13405290496,2965709,2664,900632576
13405290496,2649139,2635,900890624
13405290496,2471451,2639,900878336
13405294592,2488431,2673,901472256
13405200384,2470859,2673,901242880
13405204480,2319678,2659,901681152
13405204480,2389126,2669,902270976
13405204480,2653086,2647,902766592
13405204480,2777973,2676,903380992
13405224960,2663466,2659,903942144
13405224960,2512874,2679,904208384
13405224960,2443921,2685,904462336
13405270016,2450610,2697,905125888
13405270016,2488907,2722,904978432
13405270016,2710913,2704,905576448
13405270016,2840561,2702,906096640
13405270016,2970311,2690,906117120
13405270016,3000626,2723,906997760
13405270016,3030116,2778,908623872
13405270016,3032530,2773,908472320
13405274112,2804600,2791,908247040
13405274112,2750656,2773,908447744
13405310976,2942194,2763,909348864
13405310976,3075220,2709,909877248
13405413376,2990415,2646,910032896
13405413376,2824604,2634,910114816
13405413376,2791469,2628,910589952
13405413376,2704274,2602,910610432
13405413376,2663794,2603,910737408
13405413376,2631377,2614,911073280
13405413376,2636518,2655,911790080
13405413376,2614579,2708,912338944
13405413376,3109623,2821,912809984
13405413376,3024571,2830,919166976
13405413376,2647759,2785,922411008
13405356032,2856262,2613,924786688
13405356032,2522256,2580,924819456
13405335552,2274710,2582,925089792
13405278208,2194599,2647,925339648
13405233152,2082931,2694,927526912
13405151232,2326190,2711,927514624
13405151232,2462463,2618,928440320
13405151232,2456163,2585,928731136
13405151232,2379345,2559,929198080
13405151232,2213219,2631,929247232
13405151232,1954074,2645,929370112
13405151232,2099461,2646,933445632
13405151232,2219730,2599,939888640
13405151232,1935704,2547,940187648
13405151232,2008858,2568,941555712
13405171712,2187578,2600,941457408
13405171712,2095715,2555,974573568
13405171712,2471127,2543,975499264
13405171712,2350988,2550,975994880
13405179904,2268365,2525,976527360
13405179904,2226184,2531,976777216
13405179904,2157423,2557,977448960
13405138944,2326206,2574,977924096
13405138944,2397047,2614,978427904
13405138944,2449996,2634,979042304
13405155328,2620100,2666,980066304
13405155328,2866500,2746,980082688
13405155328,3018697,2791,983011328
13405159424,2913624,2710,990932992
13405159424,3196285,2791,989945856
13405159424,2903136,2758,990089216
13405163520,2624580,2758,990093312
13405196288,2520841,2736,991092736
13405196288,2587052,2647,991350784
13405224960,2927333,2518,992989184
13405229056,2876847,2303,993705984
13405229056,2530633,2116,993755136
13405229056,2383313,2080,993660928
13405229056,2170780,2121,993599488
13405229056,2078665,2210,993632256
13405229056,1964337,2213,993673216
13405229056,2072493,2365,993738752
13405229056,1833191,2310,994189312
13405233152,2478785,2290,994562048
13405233152,2280532,2234,994689024
13405233152,2125610,2213,994832384
13405245440,2123566,2276,995274752
13405249536,2065544,2377,995553280
13405249536,1807055,2370,996007936
13405249536,1966451,2406,996728832
13405327360,2245378,2475,997556224
13405327360,2252656,2419,998612992
13405339648,2010065,2237,999448576
13405343744,2447571,2467,1001467904
13405446144,2632726,2485,1001676800
13405446144,2506199,2562,1002496000
13405581312,3123697,2590,1006243840
13405581312,3144668,2632,1011470336
13405581312,2931635,2589,1017368576
13405581312,2637078,2575,1017479168
13405581312,2532781,2686,1017462784
13405712384,2434132,2693,1017716736
13405712384,2635658,2723,1018216448
13405712384,2702057,2702,1018834944
13405720576,2666622,2670,1019305984
13405790208,2563649,2652,1020080128
13405790208,2552200,2685,1019953152
13405790208,2472634,2680,1019707392
13405790208,2476274,2710,1020252160
13405790208,2749385,2755,1020928000
13405790208,2842526,2747,1021501440
13405790208,2929873,2675,1021861888
13405790208,2635001,2634,1022722048
13405790208,2652280,2686,1024065536
13405790208,2493784,2655,1024909312
13405794304,2634691,2670,1025269760
13405794304,2952576,2718,1024745472
13405794304,3018518,2731,1028247552
13405794304,2824705,2735,1027420160
13405794304,2548411,2720,1028079616
13405794304,2568614,2741,1028063232
13405794304,2459144,2733,1028313088
13405794304,2704621,2771,1028366336
13405794304,2643428,2734,1028833280
13405794304,2535531,2727,1029054464
13405769728,2569234,2735,1029525504
13405745152,2618167,2752,1029332992
13405732864,2511430,2751,1029537792
13405732864,2504558,2766,1029619712
13405671424,2564273,2756,1030139904
13405671424,2546464,2765,1030832128
13405671424,2708950,2749,1030860800
13403639808,2706377,2750,1030713344
13403639808,2583340,2756,1030889472
13403639808,2831774,2776,1031045120
13403643904,2776794,2771,1031389184
13403643904,2649480,2755,1031397376
13403643904,2729720,2758,1031716864
13403648000,2582663,2767,1031741440
13403648000,2313417,2774,1031778304
13403656192,2585336,2815,1033920512
13403656192,2720386,2761,1036443648
13403656192,2981169,2738,1037258752
13403656192,2812289,2729,1036943360
13403656192,2745078,2723,1036980224
13403660288,2899868,2763,1040932864
13403660288,2667418,2586,1041174528
13403660288,2578115,2463,1041285120
13403660288,2294813,2385,1041645568
13403676672,2421198,2442,1041948672
13403676672,2297825,2400,1042341888
13403676672,2271858,2412,1042870272
13403676672,2315418,2425,1044058112
13403676672,2598669,2500,1044209664
13403701248,2595004,2407,1044844544
13403701248,2455299,2233,1045086208
13403701248,2335273,2187,1045782528
13403701248,2178350,2192,1045966848
13403701248,2419719,2286,1045295104
13403701248,2433111,2267,1045704704
13403701248,2484678,2219,1048186880
13403721728,2216536,2127,1048473600
13403721728,2397097,2228,1048666112
13403721728,2392045,2200,1049538560
13403721728,2233684,2296,1050148864
13403721728,2146129,2261,1050857472
13403721728,1973535,2260,1050996736
13403721728,1963331,2206,1051971584
13403721728,2294449,2225,1051930624
13403721728,2168149,2191,1051725824
13403721728,2251674,2223,1051992064
13403721728,1998018,2033,1052041216
13403721728,1944212,2100,1052323840
13403721728,2044582,2114,1052930048
13403721728,1931411,2137,1053474816
13403721728,1903713,2202,1057271808
13403721728,2033700,2284,1054908416
13403721728,1905060,2153,1055723520
13403889664,2656835,2323,1055518720
13403889664,2297239,2152,1056391168
13403889664,2498524,2286,1057017856
13403889664,2243724,2316,1057460224
13403820032,2102388,2341,1058148352
13403815936,2183756,2392,1058824192
13403815936,2500216,2444,1062158336
13403815936,2408505,2430,1062240256
13403815936,2367456,2454,1063174144
13403815936,2497179,2545,1064022016
13403815936,2510436,2531,1065775104
13403705344,2761444,2692,1069760512
13403664384,2688306,2711,1069961216
13403598848,2715163,2741,1070374912
13403566080,2691944,2700,1071501312
13403377664,2545150,2711,1072181248
13403377664,2459408,2687,1073487872
13403377664,2644814,2709,1074225152
13403377664,2762671,2715,1074864128
13403328512,2743396,2750,1075609600
